C02199V02655,Sex,C03367V04052,County,TLIST(A1),CensusYear,C02076V03371,Age Group,STATISTIC,Statistic Label,UNIT,VALUE,C03789V04537,Administrative Counties
1,Male,OY,Offaly,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,792.0,,
1,Male,OY,Offaly,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,19.9,,
1,Male,OY,Offaly,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,2561.0,,
1,Male,OY,Offaly,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,560.0,,
1,Male,OY,Offaly,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.9,,
1,Male,OY,Offaly,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,1520.0,,
1,Male,OY,Offaly,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,387.0,,
1,Male,OY,Offaly,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.5,,
1,Male,OY,Offaly,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,743.0,,
1,Male,OY,Offaly,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,210.0,,
1,Male,OY,Offaly,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.3,,
1,Male,OY,Offaly,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,280.0,,
1,Male,OY,Offaly,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,89.0,,
1,Male,OY,Offaly,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.8,,
1,Male,OY,Offaly,2016,2016,-,All ages,EY015C01,Persons in private households,Number,38755.0,,
1,Male,OY,Offaly,2016,2016,-,All ages,EY015C02,Persons living alone,Number,3008.0,,
1,Male,OY,Offaly,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.8,,
1,Male,OY,Offaly,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,4743.0,,
1,Male,OY,Offaly,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,926.0,,
1,Male,OY,Offaly,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,19.5,,
1,Male,OY,Offaly,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,3044.0,,
1,Male,OY,Offaly,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,640.0,,
1,Male,OY,Offaly,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.0,,
1,Male,OY,Offaly,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,1778.0,,
1,Male,OY,Offaly,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,415.0,,
1,Male,OY,Offaly,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.3,,
1,Male,OY,Offaly,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,915.0,,
1,Male,OY,Offaly,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,243.0,,
1,Male,OY,Offaly,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,26.6,,
1,Male,OY,Offaly,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,343.0,,
1,Male,OY,Offaly,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,107.0,,
1,Male,OY,Offaly,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.2,,
1,Male,WH,Westmeath,2011,2011,-,All ages,EY015C01,Persons in private households,Number,42418.0,,
1,Male,WH,Westmeath,2011,2011,-,All ages,EY015C02,Persons living alone,Number,3601.0,,
1,Male,WH,Westmeath,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.5,,
1,Male,WH,Westmeath,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,4204.0,,
1,Male,WH,Westmeath,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,847.0,,
1,Male,WH,Westmeath,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,20.1,,
1,Male,WH,Westmeath,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,2685.0,,
1,Male,WH,Westmeath,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,606.0,,
1,Male,WH,Westmeath,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.6,,
1,Male,WH,Westmeath,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,1569.0,,
1,Male,WH,Westmeath,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,394.0,,
1,Male,WH,Westmeath,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.1,,
1,Male,WH,Westmeath,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,759.0,,
1,Male,WH,Westmeath,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,217.0,,
1,Male,WH,Westmeath,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.6,,
1,Male,WH,Westmeath,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,301.0,,
1,Male,WH,Westmeath,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,87.0,,
1,Male,WH,Westmeath,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.9,,
1,Male,WH,Westmeath,2016,2016,-,All ages,EY015C01,Persons in private households,Number,43816.0,,
1,Male,WH,Westmeath,2016,2016,-,All ages,EY015C02,Persons living alone,Number,3745.0,,
1,Male,WH,Westmeath,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.5,,
1,Male,WH,Westmeath,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,5076.0,,
1,Male,WH,Westmeath,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1060.0,,
1,Male,WH,Westmeath,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,20.9,,
1,Male,WH,Westmeath,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,3221.0,,
1,Male,WH,Westmeath,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,723.0,,
1,Male,WH,Westmeath,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.4,,
1,Male,WH,Westmeath,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,1835.0,,
1,Male,WH,Westmeath,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,448.0,,
1,Male,WH,Westmeath,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,24.4,,
1,Male,WH,Westmeath,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,890.0,,
1,Male,WH,Westmeath,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,247.0,,
1,Male,WH,Westmeath,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,27.8,,
1,Male,WH,Westmeath,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,311.0,,
1,Male,WH,Westmeath,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,99.0,,
1,Male,WH,Westmeath,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.8,,
1,Male,WX,Wexford,2011,2011,-,All ages,EY015C01,Persons in private households,Number,71814.0,,
1,Male,WX,Wexford,2011,2011,-,All ages,EY015C02,Persons living alone,Number,6240.0,,
1,Male,WX,Wexford,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.7,,
1,Male,WX,Wexford,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,8133.0,,
1,Male,WX,Wexford,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1712.0,,
1,Male,WX,Wexford,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.1,,
1,Male,WX,Wexford,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,5157.0,,
1,Male,WX,Wexford,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1169.0,,
1,Male,WX,Wexford,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.7,,
1,Male,WX,Wexford,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2883.0,,
1,Male,WX,Wexford,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,731.0,,
1,Male,WX,Wexford,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.4,,
1,Male,WX,Wexford,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1330.0,,
1,Male,WX,Wexford,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,381.0,,
1,Male,WX,Wexford,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.6,,
1,Male,WX,Wexford,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,491.0,,
1,Male,WX,Wexford,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,148.0,,
1,Male,WX,Wexford,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,30.1,,
1,Male,WX,Wexford,2016,2016,-,All ages,EY015C01,Persons in private households,Number,73479.0,,
1,Male,WX,Wexford,2016,2016,-,All ages,EY015C02,Persons living alone,Number,6446.0,,
1,Male,WX,Wexford,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.8,,
1,Male,WX,Wexford,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,9890.0,,
1,Male,WX,Wexford,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,2134.0,,
1,Male,WX,Wexford,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.6,,
1,Male,WX,Wexford,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,6367.0,,
1,Male,WX,Wexford,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1473.0,,
1,Male,WX,Wexford,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.1,,
1,Male,WX,Wexford,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,3665.0,,
1,Male,WX,Wexford,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,938.0,,
1,Male,WX,Wexford,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.6,,
1,Male,WX,Wexford,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1758.0,,
1,Male,WX,Wexford,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,500.0,,
1,Male,WX,Wexford,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.4,,
1,Male,WX,Wexford,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,621.0,,
1,Male,WX,Wexford,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,193.0,,
1,Male,WX,Wexford,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.1,,
1,Male,WW,Wicklow,2011,2011,-,All ages,EY015C01,Persons in private households,Number,67085.0,,
1,Male,WW,Wicklow,2011,2011,-,All ages,EY015C02,Persons living alone,Number,4626.0,,
1,Male,WW,Wicklow,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,6.9,,
1,Male,WW,Wicklow,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,6535.0,,
1,Male,WW,Wicklow,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1167.0,,
1,Male,WW,Wicklow,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,17.9,,
1,Male,WW,Wicklow,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,3931.0,,
1,Male,WW,Wicklow,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,801.0,,
1,Male,WW,Wicklow,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,20.4,,
1,Male,WW,Wicklow,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2202.0,,
1,Male,WW,Wicklow,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,522.0,,
1,Male,WW,Wicklow,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.7,,
1,Male,WW,Wicklow,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1010.0,,
1,Male,WW,Wicklow,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,293.0,,
1,Male,WW,Wicklow,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.0,,
1,Male,WW,Wicklow,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,359.0,,
1,Male,WW,Wicklow,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,117.0,,
1,Male,WW,Wicklow,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.6,,
1,Male,WW,Wicklow,2016,2016,-,All ages,EY015C01,Persons in private households,Number,69657.0,,
1,Male,WW,Wicklow,2016,2016,-,All ages,EY015C02,Persons living alone,Number,4711.0,,
1,Male,WW,Wicklow,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,6.8,,
1,Male,WW,Wicklow,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,8402.0,,
1,Male,WW,Wicklow,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1461.0,,
1,Male,WW,Wicklow,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,17.4,,
1,Male,WW,Wicklow,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,5273.0,,
1,Male,WW,Wicklow,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1015.0,,
1,Male,WW,Wicklow,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,19.2,,
1,Male,WW,Wicklow,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,2889.0,,
1,Male,WW,Wicklow,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,636.0,,
1,Male,WW,Wicklow,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.0,,
1,Male,WW,Wicklow,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1391.0,,
1,Male,WW,Wicklow,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,353.0,,
1,Male,WW,Wicklow,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.4,,
1,Male,WW,Wicklow,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,489.0,,
1,Male,WW,Wicklow,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,146.0,,
1,Male,WW,Wicklow,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.9,,
1,Male,CE,Clare,2011,2011,-,All ages,EY015C01,Persons in private households,Number,57815.0,,
1,Male,CE,Clare,2011,2011,-,All ages,EY015C02,Persons living alone,Number,5543.0,,
1,Male,CE,Clare,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,9.6,,
1,Male,CE,Clare,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,6419.0,,
1,Male,CE,Clare,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1550.0,,
1,Male,CE,Clare,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,24.1,,
1,Male,CE,Clare,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,3976.0,,
1,Male,CE,Clare,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1066.0,,
1,Male,CE,Clare,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,26.8,,
1,Male,CE,Clare,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2314.0,,
1,Male,CE,Clare,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,688.0,,
1,Male,CE,Clare,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.7,,
1,Male,CE,Clare,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1121.0,,
1,Male,CE,Clare,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,358.0,,
1,Male,CE,Clare,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.9,,
1,Male,CE,Clare,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,411.0,,
1,Male,CE,Clare,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,163.0,,
1,Male,CE,Clare,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,39.7,,
1,Male,CE,Clare,2016,2016,-,All ages,EY015C01,Persons in private households,Number,58123.0,,
1,Male,CE,Clare,2016,2016,-,All ages,EY015C02,Persons living alone,Number,5591.0,,
1,Male,CE,Clare,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,9.6,,
1,Male,CE,Clare,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,7888.0,,
1,Male,CE,Clare,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1830.0,,
1,Male,CE,Clare,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.2,,
1,Male,CE,Clare,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,4968.0,,
1,Male,CE,Clare,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1240.0,,
1,Male,CE,Clare,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.0,,
1,Male,CE,Clare,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,2776.0,,
1,Male,CE,Clare,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,785.0,,
1,Male,CE,Clare,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.3,,
1,Male,CE,Clare,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1391.0,,
1,Male,CE,Clare,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,431.0,,
1,Male,CE,Clare,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.0,,
1,Male,CE,Clare,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,513.0,,
1,Male,CE,Clare,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,172.0,,
1,Male,CE,Clare,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,33.5,,
1,Male,CC,Cork City,2011,2011,-,All ages,EY015C01,Persons in private households,Number,56882.0,,
1,Male,CC,Cork City,2011,2011,-,All ages,EY015C02,Persons living alone,Number,6713.0,,
1,Male,CC,Cork City,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,11.8,,
1,Male,CC,Cork City,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,7099.0,,
1,Male,CC,Cork City,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1540.0,,
1,Male,CC,Cork City,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.7,,
1,Male,CC,Cork City,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,4723.0,,
1,Male,CC,Cork City,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1077.0,,
1,Male,CC,Cork City,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.8,,
1,Male,CC,Cork City,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2721.0,,
1,Male,CC,Cork City,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,690.0,,
1,Male,CC,Cork City,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.4,,
1,Male,CC,Cork City,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1288.0,,
1,Male,CC,Cork City,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,382.0,,
1,Male,CC,Cork City,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.7,,
1,Male,CC,Cork City,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,432.0,,
1,Male,CC,Cork City,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,155.0,,
1,Male,CC,Cork City,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,35.9,,
1,Male,CC,Cork City,2016,2016,-,All ages,EY015C01,Persons in private households,Number,59508.0,,
1,Male,CC,Cork City,2016,2016,-,All ages,EY015C02,Persons living alone,Number,7100.0,,
1,Male,CC,Cork City,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,11.9,,
1,Male,CC,Cork City,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,8030.0,,
1,Male,CC,Cork City,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1855.0,,
1,Male,CC,Cork City,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.1,,
1,Male,CC,Cork City,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,5406.0,,
1,Male,CC,Cork City,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1262.0,,
1,Male,CC,Cork City,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.3,,
1,Male,CC,Cork City,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,3252.0,,
1,Male,CC,Cork City,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,790.0,,
1,Male,CC,Cork City,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,24.3,,
1,Male,CC,Cork City,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1647.0,,
1,Male,CC,Cork City,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,462.0,,
1,Male,CC,Cork City,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.1,,
1,Male,CC,Cork City,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,590.0,,
1,Male,CC,Cork City,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,190.0,,
1,Male,CC,Cork City,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.2,,
1,Male,CK,Cork County,2011,2011,-,All ages,EY015C01,Persons in private households,Number,198366.0,,
1,Male,CK,Cork County,2011,2011,-,All ages,EY015C02,Persons living alone,Number,15691.0,,
1,Male,CK,Cork County,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.9,,
1,Male,CK,Cork County,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,19261.0,,
1,Male,CK,Cork County,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,4076.0,,
1,Male,CK,Cork County,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,21.2,,
1,Male,CK,Cork County,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,12068.0,,
1,Male,CK,Cork County,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,2838.0,,
1,Male,CK,Cork County,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.5,,
1,Male,CK,Cork County,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,7029.0,,
1,Male,CK,Cork County,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,1839.0,,
1,Male,CK,Cork County,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,26.2,,
1,Male,CK,Cork County,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,3385.0,,
1,Male,CK,Cork County,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,972.0,,
1,Male,CK,Cork County,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,28.7,,
1,Male,CK,Cork County,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,1269.0,,
1,Male,CK,Cork County,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,397.0,,
1,Male,CK,Cork County,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.3,,
1,Male,CK,Cork County,2016,2016,-,All ages,EY015C01,Persons in private households,Number,206239.0,,
1,Male,CK,Cork County,2016,2016,-,All ages,EY015C02,Persons living alone,Number,16153.0,,
1,Male,CK,Cork County,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.8,,
1,Male,CK,Cork County,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,24071.0,,
1,Male,CK,Cork County,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,4941.0,,
1,Male,CK,Cork County,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,20.5,,
1,Male,CK,Cork County,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,15063.0,,
1,Male,CK,Cork County,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,3368.0,,
1,Male,CK,Cork County,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,22.4,,
1,Male,CK,Cork County,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,8513.0,,
1,Male,CK,Cork County,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,2160.0,,
1,Male,CK,Cork County,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.4,,
1,Male,CK,Cork County,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,4238.0,,
1,Male,CK,Cork County,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,1232.0,,
1,Male,CK,Cork County,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.1,,
1,Male,CK,Cork County,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,1524.0,,
1,Male,CK,Cork County,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,492.0,,
1,Male,CK,Cork County,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.3,,
1,Male,KY,Kerry,2011,2011,-,All ages,EY015C01,Persons in private households,Number,70787.0,,
1,Male,KY,Kerry,2011,2011,-,All ages,EY015C02,Persons living alone,Number,7370.0,,
1,Male,KY,Kerry,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,10.4,,
1,Male,KY,Kerry,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,8917.0,,
1,Male,KY,Kerry,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,2088.0,,
1,Male,KY,Kerry,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,23.4,,
1,Male,KY,Kerry,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,5594.0,,
1,Male,KY,Kerry,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1405.0,,
1,Male,KY,Kerry,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,25.1,,
1,Male,KY,Kerry,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,3280.0,,
